category,user_id,review_id,parent_asin,product_title,true_rating,predicted_rating,absolute_error,squared_error,exact_match,within_1_star,baseline_predicted_rating,baseline_absolute_error,true_review_title,true_review_text,simulated_review_text,rouge_l,bertscore_f1,review_length_delta,user_typical_review_length_delta,dcr_classification,status,error_message,model_name,prompt_version,persona_version,rating_valid,review_non_empty,product_grounding_check,hallucination_detected,behaviour_passed,simulation_result_stored,real_rating_stored,predicted_rating_stored,real_review_stored,simulated_review_stored,model_name_recorded,prompt_version_recorded,persona_version_recorded,governance_passed,correct_category_used,persona_evidence_present,context_passed
Health_and_Household,AE2ODZ4VYQ5FNNCONSHSNZM7PHSQ,63bc8e9977d7be3b5a186f020e778bd9,B000V1OPYA,"TENGA Original Men Masturbation Vacuum Cup, Pre-lubricated Powerful Suction Male Masturbator and Massager, TOC-101 Standard",3.0,4.263,1.263,1.5951689999999998,0,0,4.63,1.63,Goofy and weird,"Weird disposable ...appliance. Squishy and wet-feeling silicon channel (see photo) feels interesting, but quite a ways from any sex I've ever experienced. The whole thing could be about 25% larger, to tell you the truth. This was worth trying once (and these are one-use-only) but I can't see buying this a second time.","This product delivers practical effectiveness as a hygienic, disposable solution. The vacuum suction mechanism works as described for a tight seal, and the pre-lubricated design adds convenience. The thermoplastic material feels durable yet soft, though the hourglass shape requires careful handling to avoid accidental compression. While it meets core needs for single-use cleanliness, the packaging inefficiency mentioned in common complaints isn't addressed here—no functional accessories are included for storage or transport. Still, it's a straightforward tool that makes a difference for its intended purpose.",0.10884353741496598,0.7412984371185303,31,-36,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE2ODZ4VYQ5FNNCONSHSNZM7PHSQ,65f8fce82784acf7c36fbcfe09e0fac9,B097FPHJ35,"Isopure Low Carb, Vitamin C and Zinc for Immune Support, 25g Protein, Keto Friendly Protein Powder, 100% Whey Protein Isolate, Flavor: Chocolate Peanut Butter, 3 Pounds (Packaging May Vary)",5.0,4.389,0.6109999999999998,0.37332099999999974,0,1,4.63,0.3700000000000001,Delicious and loaded with a whole alphabet of vitamins,"I like to mix this up with almond milk and a handful of frozen berries. Blend together and you've got a satisfying, thick smoothie. Taste is inoffensive. Two scoops delivers FIFTY grams of protein! Best protein powder I've ever used!","This protein powder delivers 25g of clean whey isolate and immune-boosting vitamins as promised—ideal for post-workout recovery or keto snacks. The low-carb formula aligns with dietary needs, and the chocolate peanut butter flavor mixes smoothly without aftertaste. However, the cap color inconsistency (due to transitional packaging) feels like an oversight in product transparency. While the hygienic, resealable packaging works well, the lack of a precision scoop in the 3-pound container impacts usability. Still, it makes a difference for straightforward protein supplementation.",0.109375,0.7588624358177185,41,-39,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE2ODZ4VYQ5FNNCONSHSNZM7PHSQ,a5cacc0ab5d98d12e5c8150f54d9e279,B0C1G1BJ2B,Healing Solutions 10ml Oils - Cassia Essential Oil - 0.33 Fluid Ounces,5.0,4.389,0.6109999999999998,0.37332099999999974,0,1,4.63,0.3700000000000001,"Potent tea tree oil, good value","Good value. Potent and smelly tea tree oil. Great for just about everything. I usually buy another brand, but upon comparing the two, I couldn't detect any real difference.","This Cassia essential oil delivers on its promise of purity and convenience. The GC-MS testing ensures authenticity, which I value for health products, and the built-in eyedropper makes precise application straightforward. While the natural ingredients align with my preference for traditional remedies, the 10ml size feels slightly inefficient for frequent use. Still, the hygienic glass bottle and clear labeling make it a reliable choice for aromatherapy and topical applications when diluted properly.",0.07692307692307693,0.7540138363838196,43,-48,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE2SMJ56NPO6NGF2II6UYWFG4WSQ,247c981b1eae0a67e5f3d8c75b770c8f,B0BNGRWSB6,"NOW D-Mannose 500 mg, 300 Capsules - Vegan, Non GMO Supplement for Women and Men - Supports Healthy Urinary Tract, Cleanses The Bladder",4.0,4.489,0.4889999999999999,0.2391209999999999,1,1,4.77,0.7699999999999996,OK,Don't know if this really helped,"This D-Mannose supplement works well for urinary tract health as described. The capsules are vegan and non-GMO, which aligns with what I look for in supplements. It smells faintly sweet but not overpowering, which I appreciate. While I can't personally vouch for long-term effectiveness beyond a few days of use, it seems to work for the intended purpose. The 300-count bottle offers solid value for the price.",0.02531645569620253,0.6797730326652527,61,-53,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE2SMJ56NPO6NGF2II6UYWFG4WSQ,478ea5e26a2467674be4d8c452d41e7e,B0C7R737CH,"Duracell Coppertop C Batteries, 2 Count Pack, C Battery with Long-lasting Power, All-Purpose Alkaline C Battery for Household and Office Devices",5.0,4.489,0.5110000000000001,0.2611210000000001,0,1,4.77,0.23000000000000043,Good value,This item was a good value for the purpose.,"These Duracell Coppertop C batteries work well for household devices like flashlights and remote controls. The 10-year storage guarantee is a nice touch for peace of mind, and they seem to hold power reliably. They’re what they are—standard alkaline batteries with no frills, but they get the job done without issues. Slightly overpriced for basics, but the quality assurance checks out.",0.08219178082191782,0.7521587610244751,52,-59,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE2SMJ56NPO6NGF2II6UYWFG4WSQ,7158da4a6e2895761afc44c3af1f0a13,B0C7W8B18M,"Emergen-C 1000mg Vitamin C Powder, with Antioxidants, B Vitamins and Electrolytes, Immunity Supplements for Immune Support, Caffeine Free Fizzy Drink Mix, Pink Lemonade Flavor - 30 Count",5.0,4.855,0.14499999999999957,0.021024999999999877,1,1,4.77,0.23000000000000043,Excellent,Never travel without it. Keeps me healty,"This Emergen-C powder works well for immune support and delivers on its health claims. The pink lemonade flavor is bright and refreshing, with natural fruit notes that make it enjoyable to mix in water. It dissolves quickly and provides a nice energy lift from the B vitamins, though it’s what it is—a straightforward supplement. The caffeine-free formula is a plus, and I appreciate the single-serve packets for convenience. Seems to work reliably for daily wellness needs.",0.022727272727272728,0.6899299621582031,69,-44,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE2SMJ56NPO6NGF2II6UYWFG4WSQ,73eca7f3662f067d45526f0778d62729,B0BQQ3S232,"Reach Dental Floss, Waxed, Mint, 200 Yard (Pack of 4)",5.0,4.473,0.5270000000000001,0.2777290000000001,0,1,4.77,0.23000000000000043,Works great,Great value and works great.,"This waxed dental floss works well for oral care—slides easily between teeth and leaves a clean, minty feeling. It’s accepted by the ADA, which is a good sign for quality. The wax coating helps it glide without snapping, and the mint flavor is refreshing. That said, it’s nylon-based so not as natural as I’d prefer, but it gets the job done. Seems to work better than standard floss for plaque removal based on the claims, though I can’t taste the 52% difference. Is what it is: reliable, if not revolutionary.",0.039603960396039604,0.7081379890441895,85,-30,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE2SMJ56NPO6NGF2II6UYWFG4WSQ,7739fe7d370663d442f5e0d57d0ba935,B0BKVJYCBX,"Kirkland Signature Adults, 50 plus Mature Multi Vitamins & Minerals, 800-Count Tablets",4.0,4.489,0.4889999999999999,0.2391209999999999,1,1,4.77,0.7699999999999996,Wonderful,Right price and lasted a long time,"This Kirkland multivitamin works well for basic nutrient support in older adults. It helps fill dietary gaps and seems to work for maintaining energy levels. The tablets are easy to swallow and have no strong flavor, which is a plus. While it doesn't have the same sensory appeal as essential oils (smells like 'pharmaceutical neutral'), it delivers on its core promise of antioxidant support and bone health. Just wish it included verified organic sourcing details – but it's what it is. Great for seniors looking for straightforward supplementation.",0.041666666666666664,0.6626916527748108,81,-32,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE2SMJ56NPO6NGF2II6UYWFG4WSQ,7e1e3fceb476b6928a419168738c9026,B0013OVYE8,"NOW Supplements, Chondroitin Sulfate 600 mg (a Glycosaminoglycan), Joint Health*, 120 Capsules",5.0,4.808,0.19200000000000017,0.03686400000000006,1,1,4.77,0.23000000000000043,Excellent,Great product,"Works well for joint health. The chondroitin sulfate supports elasticity as described, and the capsules are easy to take. Natural ingredients and GMP certification give peace of mind. Smells faintly of the glycosaminoglycan, but that’s what it is. Definitely helps with maintaining cartilage resilience.",0.0,0.6723645925521851,42,-76,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Health_and_Household,AE2SMJ56NPO6NGF2II6UYWFG4WSQ,9235824a0ff3d7c1ee6b451c8d4ce739,B0014UFYCO,"NOW Essential Oils, Bergamot Oil, Sweet Aromatherapy Scent, Cold Pressed, 100% Pure, Vegan, Child Resistant Cap, 1-Ounce",5.0,4.907,0.09299999999999997,0.008648999999999995,1,1,4.77,0.23000000000000043,Great,Wonderful product,"This bergamot oil is exactly what I hoped for—smells like a fresh, sweet citrus burst and works well for lifting my mood during afternoon slumps. The cold-pressed, pure formulation matches my preference for natural ingredients, and the child-resistant cap is a nice touch for safety. Seems to work better in a diffuser than direct inhalation, but overall it’s a reliable pick for aromatherapy. Would repurchase when I run out.",0.0,0.6924366354942322,67,-51,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,f9e93b352ee0d2bbd97e60bc264d3c09,B00AREGVUM,"Bio-Oil Skincare Body Oil with Vitamin E, Serum for Scars and Stretchmarks, Face and Body Moisturizer for Sensitive Dry Skin, Dermatologist Recommended, Non-Comedogenic, For All Skin Types, 6.7 oz",1.0,4.12,3.12,9.7344,0,0,4.02,3.0199999999999996,⛔️ so many bad ingredients!!!,How on earth is this “dermatologist” recommended? Any educated person would see the risky ingredients in this product and run for the hills. No dermatologist would ever recommend this many added fragrances due to the potential irrational. Fragrance free is the way to be! Do your research.,"This isn't a hair accessory, but as someone who prioritizes safe ingredients and functional quality, I can confirm Bio-Oil has a well-made formula. It absorbs quickly without greasiness and seems effective for dry patches. I would have loved sparkly details or kid-friendly packaging, but the non-comedogenic formula and clear ingredient list earn points. Not overpriced in my view, though I’ll stick to my usual hair crown purchases for festive looks.",0.11382113821138211,0.738886833190918,23,-50,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,098b90bb58c0cb72aae72fda1d39e065,B09B3FN36R,"Hair Fibers 2 in 1 kit Set,Includes 100% Undetectable Natural Thickening Fibers & Spray, Achieve a Fuller and Thicker Appearance- Conceals Hair Loss,For Men and Women,0.97Oz(Black)",1.0,4.109,3.109,9.665881,0,0,4.02,3.0199999999999996,Didn’t work plus has dangerous chemical,"I got this to use it in small doses to fill in some fine hairs on the side of my head when my hair is in a ponytail. I took up the cap so it opened up the whole bottle and used a small makeup brush to apply however it didn’t really do anything. This product also has DMDM hydantoin which is a formaldehyde-releasing preservative linked to hair loss. DMDM has been under scrutiny in past years by being linked to cancer. Personally, I wouldn’t use this as it may make hair loss even worse.","This hair fiber kit is well-made and does what it promises—makes thinning areas look fuller instantly. The plant-based formula is a plus since it avoids harsh chemicals, which aligns with what I look for in products. The spray applicator is precise and easy to use, though I wish the instructions were clearer for first-time users. While it’s not sparkly or for kids, the natural, undetectable results are great for everyday wear. Would have loved if they mentioned breathability for all-day comfort, but overall, it’s a solid choice for adults needing discreet hair coverage.",0.1313131313131313,0.7588684558868408,-2,-27,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,5a8b88cac8c88e9829444f0ea65ab3b4,B08LP6JTNL,Ms Lovely Leather Toiletry Travel Bag for Women - Large Cosmetic Size with 4 Pockets - Rose Gold Hardware and Satin Interior - Light Grey,5.0,4.188,0.8120000000000003,0.6593440000000005,0,1,4.02,0.9800000000000004,Great travel cosmetics bag that is huge!,"This is a nice travel bag that is huge and has a lot of zippers on the inside. It’s perfect for traveling with large items like shampoos, hairdryers, etc. It’s heavier than expected and is well made. The outside zipper opened and closed easily and didn’t get stuck.","This toiletry bag is well-made and very light weight, which makes it easy to toss in a carry-on. The rose gold hardware adds a sparkly touch I appreciate. While it’s not a hair accessory for kids (my main go-to category), the waterproof satin interior and multiple pockets make it practical for travel. The lightweight PU leather feels durable without being bulky. Would work for weekend trips or gym essentials, but since I mostly shop for children’s hair products, this is more of a niche buy for me.",0.1818181818181818,0.7994237542152405,39,-33,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,614b561bedaaeafbcc5c6fd0f0868b6a,B099PR1HVM,Candygirl Shiny Headbands for Girls Sparkle Glitter Headband Plastic Head Bands No Slip Fashion Sequin Headbands for Girls(6pcs ribbon sequin),4.0,4.104,0.10400000000000009,0.01081600000000002,1,1,4.02,0.019999999999999574,Cute and simple,These headbands are cute and simple. Some fit my average female adult head strangely but most fit nicely. The sequins are attached nicely and the colors are pretty.,"My daughter loves the glittery design—very light weight and comfortable for kids. The non-slip rubber sleeve works better than most headbands we've tried, though they're standard size so may slip on smaller heads. Six colors are nice for matching outfits, but the plastic material feels less premium than tape-ins. No harsh chemicals listed, which is a plus. Would buy again for the sparkly factor.",0.12371134020618556,0.8018097877502441,36,-56,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,6431e2ecf42de388fec0aad804d3e747,B099PH8K2V,Lovelyshop Pink Gems Rhinestone Gold Tiara for Little Kid Big Kid Prom Birthday Prinecess Crown,5.0,4.104,0.8959999999999999,0.8028159999999999,0,1,4.02,0.9800000000000004,Pretty crown that fits little heads!,I got this for my 7 year niece and she loves it! It’s lightweight and fits on her head nicely. It’s sparkly and well made.,"This tiara is well-made with pretty pink gems that catch the light just right. My daughter loves it for birthdays and dress-up days—it’s sparkly and dainty without being too flashy. The gold-plated metal band feels durable, and it stayed on her head during a 2-hour party. The size fits comfortably for her 8-year-old head shape, though I’d check the fit for smaller or larger kids. Packed securely in a box, which was a nice touch for gifting. No harsh chemicals listed, which is a plus. Would buy again for special occasions.",0.1732283464566929,0.8097133040428162,66,-29,Green,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
Beauty_and_Personal_Care,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,7f6432e57fd3e0776c92d0ce287c340c,B0CD26KK6S,Coward 2 Pcs/Set Clear Acrylic Scrunchie Holder Hair Band Organizer Hair Ties Display Stand for Girls Women (Acrylic 8.6 inch Tall),5.0,4.12,0.8799999999999999,0.7743999999999999,0,1,4.02,0.9800000000000004,Great for organization!,"These are perfect for holding and organizing my daughter’s hair scrunchies. The only thing I needed was a little sticky tack on the bottom to keep them in place. They are made of a strong, clear material that comes in two sizes. Great product!","This clear acrylic holder is well-made and keeps scrunchies neatly visible. The non-slip base works for my teen’s VSCO room, and it wipes clean easily. However, it’s too tall for small hands—my 8-year-old couldn’t reach the top tier. Would’ve loved it more if it had a lighter, sparkly design for girls. Still, it’s functional and matches our bathroom decor.",0.08771929824561403,0.7768310904502869,15,-61,Yellow,success,,qwen/qwen3-32b,task_a_simulation_v1,v1,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
